Date,Close,High,Low,Open,Volume,daily_return_pct,ath_close,drawdown_pct,is_bear,regime
2014-09-17,457.3340148925781,468.1740112304688,452.4219970703125,465.864013671875,21056800,,457.3340148925781,0.0,False,bull
2014-09-18,424.4400024414063,456.8599853515625,413.10400390625,456.8599853515625,34483200,-7.192557601231164,457.3340148925781,-7.192557601231164,False,bull
2014-09-19,394.7959899902344,427.8349914550781,384.5320129394531,424.1029968261719,37919700,-6.984264508683835,457.3340148925781,-13.674474862105567,False,bull
2014-09-20,408.9039916992188,423.2959899902344,389.8829956054688,394.6730041503906,36863600,3.573491642945359,457.3340148925781,-10.589639435574217,False,bull
2014-09-21,398.8210144042969,412.4259948730469,393.1809997558594,408.0849914550781,26580100,-2.46585445473928,457.3340148925781,-12.79436879455057,False,bull
2014-09-22,402.1520080566406,406.9159851074219,397.1300048828125,399.1000061035156,24127600,0.8352101649706567,457.3340148925781,-12.066018498295838,False,bull
2014-09-23,435.7909851074219,441.5570068359375,396.1969909667969,402.0920104980469,45099500,8.364741783421215,457.3340148925781,-4.710568005796912,False,bull
2014-09-24,423.2049865722656,436.1119995117188,421.1319885253906,435.7510070800781,30627700,-2.8880814347395978,457.3340148925781,-7.462604400490303,False,bull
2014-09-25,411.5740051269531,423.5199890136719,409.4679870605469,423.156005859375,26814400,-2.7483091679796234,457.3340148925781,-10.005818127561195,False,bull
2014-09-26,404.4249877929688,414.93798828125,400.0090026855469,411.4289855957031,21460800,-1.736994378879475,457.3340148925781,-11.569012008004032,False,bull
2014-09-27,399.5199890136719,406.62298583984375,397.37200927734375,403.5559997558594,15029300,-1.2128327693262775,457.3340148925781,-12.641532008609946,False,bull
2014-09-28,377.1809997558594,401.0169982910156,374.3320007324219,399.4710083007813,23613300,-5.591457216687113,457.3340148925781,-17.526143371501824,False,bull
2014-09-29,375.4670104980469,385.21099853515625,372.239990234375,376.9280090332031,32497700,-0.454420890480145,457.3340148925781,-17.900921805206373,False,bull
2014-09-30,386.9440002441406,390.97698974609375,373.4429931640625,376.0880126953125,34707300,3.0567238732558177,457.3340148925781,-15.39137968230314,False,bull
2014-10-01,383.614990234375,391.3789978027344,380.7799987792969,387.427001953125,26229400,-0.8603337970520819,457.3340148925781,-16.119296238115766,False,bull
2014-10-02,375.0719909667969,385.49700927734375,372.9460144042969,383.9880065917969,21777700,-2.22697222086099,457.3340148925781,-17.987296209555627,False,bull
2014-10-03,359.5119934082031,377.6950073242188,357.8590087890625,375.1809997558594,30901200,-4.148536263261304,457.3340148925781,-21.389622966783296,True,bear
2014-10-04,328.8659973144531,364.4869995117188,325.885986328125,359.8919982910156,47236500,-8.524332054467354,457.3340148925781,-28.090632534363426,True,bear
2014-10-05,320.510009765625,341.8009948730469,289.2959899902344,328.9159851074219,83308096,-2.5408487399317115,457.3340148925781,-29.91774079150691,True,bear
2014-10-06,330.0790100097656,345.1340026855469,302.5599975585937,320.3890075683594,79011800,2.985554258083245,457.3340148925781,-27.825396917546808,True,bear
2014-10-07,336.18701171875,339.2470092773437,320.48199462890625,330.5840148925781,49199900,1.8504665621736027,457.3340148925781,-26.489830021124494,True,bear
2014-10-08,352.94000244140625,354.364013671875,327.18798828125,336.1159973144531,54736300,4.983235561959076,457.3340148925781,-22.82664508908061,True,bear
2014-10-09,365.0260009765625,382.72601318359375,347.68701171875,352.7479858398437,83641104,3.424377642532228,457.3340148925781,-20.18393797751903,True,bear
2014-10-10,361.56201171875,375.0669860839844,352.9630126953125,364.68701171875,43665700,-0.9489705523839986,457.3340148925781,-20.94136890218492,True,bear
2014-10-11,362.2990112304688,367.1910095214844,355.95098876953125,361.3619995117188,13345200,0.2038376510340001,457.3340148925781,-20.780217645615494,True,bear
2014-10-12,378.5490112304688,379.4330139160156,356.1440124511719,362.6059875488281,17552800,4.485245473017008,457.3340148925781,-17.227015943831535,False,bull
2014-10-13,390.41400146484375,397.22601318359375,368.8970031738281,377.9209899902344,35221400,3.1343339653187696,457.3340148925781,-14.632634190451155,False,bull
2014-10-14,400.8699951171875,411.697998046875,391.3240051269531,391.6919860839844,38491500,2.6781810112118443,457.3340148925781,-12.346341609568078,False,bull
2014-10-15,394.7730102539063,402.22698974609375,388.7659912109375,400.9549865722656,25267100,-1.5209381938148914,457.3340148925781,-13.679499578304188,False,bull
2014-10-16,382.5559997558594,398.8070068359375,373.0700073242188,394.51800537109375,26990000,-3.0946924386217045,457.3340148925781,-16.350853577834823,False,bull
2014-10-17,383.7579956054688,385.4779968261719,375.3890075683594,382.7560119628906,13600700,0.31420128043384565,457.3340148925781,-16.088026888704388,False,bull
2014-10-18,391.4419860839844,395.1579895019531,378.9710083007813,383.97601318359375,11416800,2.0023010768524196,457.3340148925781,-14.407856547488807,False,bull
2014-10-19,389.5459899902344,393.9389953613281,386.4570007324219,391.2539978027344,5914570,-0.4843619645193642,457.3340148925781,-14.822432334989621,False,bull
2014-10-20,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000,-1.720204787552615,457.3340148925781,-16.287660931883995,False,bull
2014-10-21,386.4750061035156,392.64599609375,380.8340148925781,382.4209899902344,14188900,0.9481656731152865,457.3340148925781,-15.493929268678253,False,bull
2014-10-22,383.1579895019531,388.5759887695313,382.2489929199219,386.1180114746094,11641300,-0.858274545359361,457.3340148925781,-16.219223363048563,False,bull
2014-10-23,358.4169921875,385.0480041503906,356.4469909667969,382.9620056152344,26456900,-6.457126822962156,457.3340148925781,-21.62905436375916,True,bear
2014-10-24,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700,-0.02008581299606238,457.3340148925781,-21.6447958053429,True,bear
2014-10-25,347.27099609375,359.8609924316406,342.87701416015625,358.6109924316406,18127500,-3.090319409850706,457.3340148925781,-24.066221889198538,True,bear
2014-10-26,354.7040100097656,359.22100830078125,343.9309997558594,347.48699951171875,11272500,2.140407347467921,457.3340148925781,-22.440929723304958,True,bear
2014-10-27,352.989013671875,358.6319885253906,349.8089904785156,354.7770080566406,13033000,-0.48350069057392364,457.3340148925781,-22.815928363695505,True,bear
2014-10-28,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880,1.3113716357861849,457.3340148925781,-21.803758340912115,True,bear
2014-10-29,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700,-6.1593676352636795,457.3340148925781,-26.620152341654546,True,bear
2014-10-30,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900,2.894591678226255,457.3340148925781,-24.49610537784097,True,bear
2014-10-31,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400,-2.0225535163465924,457.3340148925781,-26.023212053500078,True,bear
2014-11-01,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200,-3.7160037210550945,457.3340148925781,-28.772192246309046,True,bear
2014-11-02,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620,0.043900479879277476,457.3340148925781,-28.740922896897693,True,bear
2014-11-03,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500,0.5099810100901436,457.3340148925781,-28.37751513570638,True,bear
2014-11-04,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500,0.8969571209719529,457.3340148925781,-27.735092157499032,True,bear
2014-11-05,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200,2.721393533736638,457.3340148925781,-25.76847962831247,True,bear
2014-11-06,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000,2.887900040604885,457.3340148925781,-23.62474752135688,True,bear
2014-11-07,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200,-1.9682784596788183,457.3340148925781,-25.12802516441932,True,bear
2014-11-08,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470,0.8974484091493373,457.3340148925781,-24.456087817358707,True,bear
2014-11-09,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600,5.14518612438124,457.3340148925781,-20.569212929922685,True,bear
2014-11-10,366.9240112304688,374.8160095214844,357.5610046386719,362.2650146484375,30450100,1.0075326995947043,457.3340148925781,-19.76892177664621,False,bull
2014-11-11,367.6950073242188,371.30999755859375,363.7349853515625,365.8569946289063,15838900,0.21012418652148757,457.3340148925781,-19.60033687619198,False,bull
2014-11-12,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200,15.193569725354639,457.3340148925781,-7.384758000525959,False,bull
2014-11-13,420.7349853515625,457.0929870605469,401.12298583984375,427.2730102539063,58945000,-0.667204784236497,457.3340148925781,-8.00269132607866,False,bull
2014-11-14,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200,-5.446894835320326,457.3340148925781,-13.013687980872179,False,bull
2014-11-15,376.1329956054688,405.5280151367188,371.0079956054688,399.6499938964844,15727500,-5.450984603818732,457.3340148925781,-17.755298456464562,False,bull
2014-11-16,387.8819885253906,390.7990112304688,374.60198974609375,374.7300109863281,11905600,3.123627295980569,457.3340148925781,-15.18628050955293,False,bull
2014-11-17,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800,-0.12220186486088247,457.3340148925781,-15.289924456428139,False,bull
2014-11-18,375.197998046875,392.4020080566406,371.1170043945313,387.7850036621094,32222500,-3.1517139000605376,457.3340148925781,-17.95974368208667,False,bull
2014-11-19,380.5549926757813,386.4809875488281,373.89599609375,373.89599609375,18931800,1.4277780416720232,457.3340148925781,-16.78839091704806,False,bull
2014-11-20,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200,-5.9689129758029535,457.3340148925781,-21.755219448974806,True,bear
2014-11-21,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100,-1.9539471456759827,457.3340148925781,-23.284081105192,True,bear
2014-11-22,352.9200134277344,364.8410034179688,350.87799072265625,351.60400390625,15273000,0.5905752724699953,457.3340148925781,-22.831015858151126,True,bear
2014-11-23,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600,4.151927933138033,457.3340148925781,-19.627015249846835,False,bull
2014-11-24,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100,2.537728010287066,457.3340148925781,-17.58736750313844,False,bull
2014-11-25,375.3479919433594,394.7009887695313,374.7839965820313,376.885986328125,25442200,-0.4120469378375846,457.3340148925781,-17.92694623173311,False,bull
2014-11-26,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700,-1.859073972939984,457.3340148925781,-19.452745013135996,False,bull
2014-11-27,369.6700134277344,373.9920043945313,368.2820129394531,370.50201416015625,8748030,0.3529110209242958,457.3340148925781,-19.168484873235347,False,bull
2014-11-28,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500,1.8332505458648285,457.3340148925781,-17.686640680943132,False,bull
2014-11-29,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600,-0.25395173166042895,457.3340148925781,-17.895676882321744,False,bull
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440,0.6807086652250272,457.3340148925781,-17.33678564033535,False,bull
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000,0.3168913008591234,457.3340148925781,-17.07483310501904,False,bull
2014-12-02,381.3150024414063,384.0379943847656,377.8630065917969,379.25,12364100,0.5458232411423625,457.3340148925781,-16.622208271350146,False,bull
2014-12-03,375.010009765625,383.0260009765625,374.3460083007813,381.7219848632813,13340100,-1.653486654186953,457.3340148925781,-18.000848930139156,False,bull
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600,-1.4415630832770754,457.3340148925781,-19.182918420562878,False,bull
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800,1.9615588368569137,457.3340148925781,-17.597643815151564,False,bull
2014-12-06,374.7850036621094,378.447998046875,370.9450073242188,376.7569885253906,7009320,-0.5490190425720742,457.3340148925781,-18.050048442134457,False,bull
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650,0.08271343718790902,457.3340148925781,-17.98226482042712,False,bull
2014-12-08,361.9089965820313,376.0289916992188,361.885986328125,374.9649963378906,18898700,-3.5153773299456126,457.3340148925781,-20.86549768946465,True,bear
